timestamp,busFleetNumber,routeTimetableID,routeNumber,routeDescription,routeTimetableStartTime,scheduleDayType,stopID,numberPassengersOnArrival,numberPassengersExited,numberPassengersBoarded,numberPassengersOnDeparture,maxSeatedPassengers,maxStandingPassengers,maxTotalPassengers,occupancyLevel
2016-01-23 17:50,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851210400,63,0,7,70,50,30,80,0.875
2016-01-23 17:50,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851211300,70,0,10,80,50,30,80,1.0
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851210500,80,0,2,82,50,30,80,1.025
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851302200,82,5,0,77,50,30,80,0.9625
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851000200,77,4,0,73,50,30,80,0.9125
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851007400,73,2,1,72,50,30,80,0.9
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,972800025,72,20,10,62,50,30,80,0.775
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851300500,62,5,1,58,50,30,80,0.725
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851003500,58,0,0,58,50,30,80,0.725
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851103200,58,0,0,58,50,30,80,0.725
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851933900,58,10,0,48,50,30,80,0.6
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851934000,48,5,0,43,50,30,80,0.5375
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851103600,43,7,0,36,50,30,80,0.45
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851103700,36,10,0,26,50,30,80,0.325
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851935000,26,0,2,28,50,30,80,0.35
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851943400,28,0,1,29,50,30,80,0.3625
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851002000,29,10,0,19,50,30,80,0.2375
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851103800,19,2,3,20,50,30,80,0.25
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851943000,20,1,0,19,50,30,80,0.2375
2016-01-23 17:51,100,11028,14,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Skelagervej,10:01,WEEKDAYS,851052700,19,5,0,14,50,30,80,0.175
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851021300,0,0,0,0,50,30,80,0.0
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851994300,0,0,0,0,50,30,80,0.0
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851994200,0,0,0,0,50,30,80,0.0
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851994100,0,0,0,0,50,30,80,0.0
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851994000,0,0,0,0,50,30,80,0.0
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851804200,0,0,0,0,50,30,80,0.0
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851804300,0,0,0,0,50,30,80,0.0
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851008600,0,0,0,0,50,30,80,0.0
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851400800,0,0,0,0,50,30,80,0.0
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851000300,0,0,0,0,50,30,80,0.0
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851992000,0,0,10,10,50,30,80,0.125
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851991600,10,7,0,3,50,30,80,0.0375
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851008000,3,0,18,21,50,30,80,0.2625
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851991500,21,0,15,36,50,30,80,0.45
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851991200,36,0,14,50,50,30,80,0.625
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851991300,50,0,1,51,50,30,80,0.6375
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851991400,51,0,0,51,50,30,80,0.6375
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851009300,51,0,0,51,50,30,80,0.6375
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851017600,51,1,2,52,50,30,80,0.65
2016-01-24 13:39,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851009200,52,0,3,55,50,30,80,0.6875
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851108200,55,0,0,55,50,30,80,0.6875
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851008900,55,0,0,55,50,30,80,0.6875
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851210400,55,0,0,55,50,30,80,0.6875
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851012200,55,0,2,57,50,30,80,0.7125
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,972800025,57,0,1,58,50,30,80,0.725
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851007400,58,40,1,19,50,30,80,0.2375
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851801200,19,2,7,24,50,30,80,0.3
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851002400,24,2,1,23,50,30,80,0.2875
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851001400,23,0,3,26,50,30,80,0.325
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851802900,26,0,1,27,50,30,80,0.3375
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851805200,27,2,3,28,50,30,80,0.35
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851700400,28,5,0,23,50,30,80,0.2875
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851012900,23,10,0,13,50,30,80,0.1625
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851012800,13,8,0,5,50,30,80,0.0625
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851921400,5,5,0,0,50,30,80,0.0
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851214000,0,0,0,0,50,30,80,0.0
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851520300,0,0,0,0,50,30,80,0.0
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851520100,0,0,0,0,50,30,80,0.0
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851214100,0,0,0,0,50,30,80,0.0
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851915300,0,0,0,0,50,30,80,0.0
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851019100,0,0,0,0,50,30,80,0.0
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851520000,0,0,0,0,50,30,80,0.0
2016-01-24 13:40,100,16493,2L,Sæderupvej (Gistrup) - Nørresundby,09:38,WEEKDAYS,851011900,0,0,0,0,50,30,80,0.0
2016-01-24 14:08,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851021300,0,0,0,0,50,30,80,0.0
2016-01-24 14:08,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851994300,0,0,0,0,50,30,80,0.0
2016-01-24 14:08,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851994200,0,0,0,0,50,30,80,0.0
2016-01-24 14:08,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851994100,0,0,0,0,50,30,80,0.0
2016-01-24 14:08,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851994000,0,0,0,0,50,30,80,0.0
2016-01-24 14:08,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851804200,0,0,0,0,50,30,80,0.0
2016-01-24 14:08,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851804300,0,0,10,10,50,30,80,0.125
2016-01-24 14:08,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851008600,10,0,18,28,50,30,80,0.35
2016-01-24 14:08,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851400800,28,0,8,36,50,30,80,0.45
2016-01-24 14:08,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851000300,36,0,14,50,50,30,80,0.625
2016-01-24 14:08,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851992000,50,0,1,51,50,30,80,0.6375
2016-01-24 14:08,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851991600,51,0,0,51,50,30,80,0.6375
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851008000,51,0,0,51,50,30,80,0.6375
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851991500,51,0,5,56,50,30,80,0.7
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851991200,56,0,0,56,50,30,80,0.7
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851991300,56,0,0,56,50,30,80,0.7
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851991400,56,0,0,56,50,30,80,0.7
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851009300,56,0,0,56,50,30,80,0.7
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851017600,56,0,0,56,50,30,80,0.7
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851009200,56,0,0,56,50,30,80,0.7
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851108200,56,0,0,56,50,30,80,0.7
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851008900,56,0,0,56,50,30,80,0.7
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851210400,56,0,0,56,50,30,80,0.7
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851012200,56,0,0,56,50,30,80,0.7
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,972800025,56,0,0,56,50,30,80,0.7
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851007400,56,30,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851801200,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851002400,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851001400,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851802900,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851805200,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851700400,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851012900,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851012800,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851921400,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851214000,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851520300,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851520100,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851214100,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851915300,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851019100,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851520000,26,0,0,26,50,30,80,0.325
2016-01-24 14:09,100,16492,2L,Sæderupvej (Gistrup) - Nørresundby,09:31,WEEKDAYS,851011900,26,0,0,26,50,30,80,0.325
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851000300,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851992000,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851008100,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851008400,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851008300,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851007900,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851900800,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851970700,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851283300,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851007800,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851007700,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851006300,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851007600,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851002100,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851901200,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851210400,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851023100,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851012200,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,972800025,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851007400,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851801200,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851002400,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851905600,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851121900,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851946600,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851203300,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851102200,0,0,0,0,50,30,80,0.0
2016-01-24 14:13,100,10246,12,AAU Busterminal (Sigrid Undsetsvej / Aalborg) - Vesterkæret,10:02,WEEKDAYS,851025000,0,0,0,0,50,30,80,0.0
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851023200,0,0,0,0,50,30,80,0.0
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851994800,0,0,0,0,50,30,80,0.0
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851400100,0,0,0,0,50,30,80,0.0
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851804200,0,0,0,0,50,30,80,0.0
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851804300,0,0,0,0,50,30,80,0.0
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851008600,0,0,0,0,50,30,80,0.0
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851400800,0,0,0,0,50,30,80,0.0
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851000300,0,0,20,20,50,30,80,0.25
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851992000,20,0,0,20,50,30,80,0.25
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851991600,20,0,0,20,50,30,80,0.25
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851008000,20,0,0,20,50,30,80,0.25
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851991500,20,0,0,20,50,30,80,0.25
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851991200,20,0,0,20,50,30,80,0.25
2016-01-24 14:23,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851991300,20,0,0,20,50,30,80,0.25
2016-01-24 14:24,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851991400,20,0,0,20,50,30,80,0.25
2016-01-24 14:24,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851009300,20,0,0,20,50,30,80,0.25
2016-01-24 14:24,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851017600,20,0,0,20,50,30,80,0.25
2016-01-24 14:24,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851009200,20,0,0,20,50,30,80,0.25
2016-01-24 14:24,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851108200,20,0,0,20,50,30,80,0.25
2016-01-24 14:24,100,12247,22,Gistrup Skole (Gistrup) - Aabybro Busterminal,10:02,WEEKDAYS,851008900,20,0,0,20,50,30,80,0.25
